Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
250249,Airplane,YELLOWSTONE REGIONAL,< 1000 ft,EMB-120,2 to 10,6,None,21/12/2007 0:00,No damage,SKYWEST AIRLINES,Wyoming,Climb,None,FALSE,FALSE,"JUST AFTER ROTATION WE SAW SEVERAL SML BIRDS THAT WE THOUGHT MAY HAVE STRUCK THE A/C. NO SOUND WAS HEARD AND WE COULD NOT SEE ANY IMPACT. ENG NORMAL. CONTD FLT TO SLC. POST FLT INSPN FOUND SEVERAL STRIKES ON L WING, L PROP AND ONE THAT WENT INTO THE AIR I",Small,No Cloud,Unknown bird - small,N,0,50,0,No
250252,Airplane,BOB HOPE ARPT,> 1000 ft,CL-RJ100/200,1,1,None,23/04/2007 0:00,No damage,SKYWEST AIRLINES,California,Approach,None,FALSE,FALSE,SAW 2 BIRDS FLYING THRU THE LDG LIGHT. 1 HIT NOSE OF A/C.,Medium,No Cloud,Unknown bird - medium,N,0,"2,500",0,No
250255,Airplane,MIAMI INTL,< 1000 ft,B-737-800,1,1,None,7/05/2007 0:00,No damage,AMERICAN AIRLINES,Florida,Take-off run,None,FALSE,FALSE,ATIS WARNING. SML-MED BLACK BIRD. HIT AT ROTATION. SML AMT OF BLOOD ON WINDSHLD.,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,Yes
250259,Airplane,BOB HOPE ARPT,> 1000 ft,MD-82,1,1,None,12/10/2005 0:00,No damage,AMERICAN AIRLINES,California,Approach,None,FALSE,FALSE,REPORT WAS DATED 2005 BUT SHOWED UP IN 2007,Small,Overcast,Unknown bird - small,N,0,"2,000",0,No
250263,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ100/200,1,1,None,25/01/2008 0:00,No damage,PINNACLE,Tennessee,Approach,None,FALSE,FALSE,HIT BELOW WINDSHLD,Small,Overcast,Unknown bird - small,Y,0,"1,000",0,No
250268,Airplane,PORTLAND INTL (OR),< 1000 ft,EMB-120,1,1,None,13/03/2008 0:00,Caused damage,SKYWEST AIRLINES,Oregon,Climb,None,TRUE,FALSE,I WASN'T AWARE THE BIRD HAD BEEN HIT UNTIL LANDING. THERE WAS NOTHING LEFT OF THE BIRD AS IT HIT THE SPINNER AND PROP. LEFT SPINNER WAS REPLACED.,Small,Some Cloud,Mew gull,Y,0,50,0,No
250271,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,None,7/06/2007 0:00,No damage,SOUTHWEST AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,MX FOUND NO DMG,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
250274,Airplane,DENVER INTL AIRPORT,< 1000 ft,A-318,1,1,None,28/07/2007 0:00,No damage,FRONTIER AIRLINES,Colorado,Take-off run,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
250280,Airplane,EXECUTIVE ARPT,< 1000 ft,PA-30 TWIN COMANCHE,1,1,None,22/04/2007 0:00,No damage,PRIVATELY OWNED,Florida,Approach,None,FALSE,FALSE,TO THE BEST OF MY KNOWLEDGE NO DAMAGE DONE,Large,Some Cloud,Osprey,Y,0,40,0,No
250282,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-145,1,1,None,12/09/2007 0:00,No damage,AMERICAN EAGLE AIRLINES,New York,Approach,None,FALSE,FALSE,PILOT REPTD SAW AND HIT MED BLACK BIRD IN FLARE FOR LDG. REMAINS LODGED IN FRONT LDG GEAR.,Small,No Cloud,Mourning dove,Y,0,50,0,No
250289,Airplane,LAGUARDIA NY,> 1000 ft,A-319,1,1,None,17/09/2007 0:00,No damage,US AIRWAYS*,New York,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2110. 100 % DNA MATCH. SML BIRD HIT NOSE. HEARD ONE THUMP. NO DMG. SCRAPED DOWNY FEATHERS FROM TOP OF NOSE CONE.",Small,No Cloud,Swainson's thrush,N,0,"4,000",0,No
250294,Airplane,LOUISVILLE INTL ARPT,> 1000 ft,B-757-200,1,1,None,21/04/2007 0:00,No damage,UPS AIRLINES,Kentucky,Approach,None,FALSE,FALSE,CREW REPTD A BIRDSTRIKE TO L SIDE OF A/C. MX FOUND EVIDENCE DOWN #1 ENG CORE. BORESCOPED. NO DISCREPANCIES NOTED. FLT CONTROL IRREGLARITY REPTD 07-118.,Large,No Cloud,Unknown bird - large,N,0,"3,300",0,Yes
250295,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-318,1,1,None,7/02/2008 0:00,Caused damage,FRONTIER AIRLINES,Michigan,Climb,None,FALSE,FALSE,UPOND LDG IN KDEN A DENT WAS FOUND ON RT SIDE INBD LEADING EDGE SLAT. A BIRD CARCASS WAS DISCOVERED WRAPPED AROUND THE RIGHT MAIN LDG GEAR. NOT SURE IF IT WAS THE SAME BIRD THAT HIT THE WING BECAUSE WE SAW 5 BIRDS.,Large,Overcast,Snow goose,N,0,150,0,No
250304,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-737-300,1,1,None,27/07/2007 0:00,No damage,SOUTHWEST AIRLINES,Michigan,Take-off run,Rain,FALSE,FALSE,"NO DMG. INGESTED BIRD INTO #1 ENG AFTER INITIAL IMPACT ON CAPT'S SIDE, BELOW #2 WINDOW. ENG INSTRUMENTS REMAINED STABLE. A/C INSPCTD AT BWI. 1/2 HR OUT OF SERVICE",Medium,Overcast,Unknown bird - medium,N,0,0,0,Yes
250306,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,A-320,1,1,None,25/05/2007 0:00,No damage,USA 3000,Florida,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 1877. INGESTED IN #2 ENG. MX INSPN. NO DMG.",Medium,No Cloud,Black-crowned night-heron,Y,222,400,0,No
250311,Airplane,NORFOLK INTL,< 1000 ft,B-727-200,1,1,None,26/06/2007 0:00,No damage,FEDEX EXPRESS,Virginia,Landing Roll,None,TRUE,FALSE,TWR REPTD A BIRDSTRIKE ON RWY 23. PILOT THOUGH THEY HAD HIT A BIRD. REMAIND FOUND JUST PAST TWY FOXTROT ON RWY 23. FLT CREW HAD ALREADY LEFT CARGO RAMP WHEN OPS ARRIVED. MX SAID NO DMG.,Small,Some Cloud,Laughing gull,N,0,0,0,No
250315,Airplane,SAN DIEGO INTL,> 1000 ft,B-737-700,1,1,None,4/11/2007 0:00,Caused damage,SOUTHWEST AIRLINES,California,Climb,Fog,FALSE,FALSE,"DENTED OUTBOARD SLAT ON RT WING. 8"" BY 2.5 "" DEEP. MINOR.",Large,Overcast,Unknown bird - large,N,0,"2,000",0,Yes
250327,Airplane,ONTARIO INTL ARPT,< 1000 ft,MD-83,2 to 10,10,Precautionary Landing,30/08/2007 0:00,No damage,ALASKA AIRLINES,California,Take-off run,None,FALSE,FALSE,A PIREP NOTIFIED OPS TO INSPCT RWY FOR ABOUT 10 BIRDS STRUCK. A/C MADE EMERGENCY LDG TO INSPCT FOR DMG. OPS SUBMITTED A REQUEST (PENDING) TO AIRLINE FOR AN ASSESSMENT OF DAMAGES.,Small,Some Cloud,Rock pigeon,N,0,0,0,No
250331,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-700,1,1,None,8/07/2007 0:00,No damage,SOUTHWEST AIRLINES,California,Landing Roll,None,FALSE,FALSE,NO VISUAL DMG NOTED. BIRD WENT DOWN CORE SO A BORESCOPE IS REQD BEOFER 10 CYCLES. NO ENG ABNORMALITIES NOTED.,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
250332,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,None,27/07/2007 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. ALT REPTD AS 0, 50 AND 100' AGL. TOOK CAPT'S FIGURE.",Small,Some Cloud,Eastern kingbird,Y,0,100,0,Yes
250333,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-700,1,1,None,15/08/2007 0:00,No damage,SOUTHWEST AIRLINES,Florida,Landing Roll,None,TRUE,FALSE,PILOT REPTD STRIKE ON LDG ROLL. OPS RECOVERED BIRD. NO DMG.,Small,Some Cloud,Tree swallow,Y,0,0,0,Yes
250334,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,B-737-700,1,1,None,28/03/2007 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Take-off run,None,FALSE,FALSE,INSPN COMPLETED. NO DMG. POSSIBLE SPARROW.,Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
250344,Airplane,CLARK INTL,< 1000 ft,MD-11,1,1,None,14/07/2007 0:00,No damage,UPS AIRLINES,N/A,Take-off run,None,FALSE,FALSE,EVENT 12123. NOTICED SEVERAL BIRDS IN THE AIR AROUND THE RAMP AND FLYING IN FRONT OF THE A/C'S TAXILIGHTS DURING TAXI OUT. I DO NOT RECALL ANY MENTION OF BIRD ACTIVITY ON ATIS.,Small,Overcast,Unknown bird - small,N,0,0,0,No
250351,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,EMB-135,1,1,None,6/06/2007 0:00,No damage,CHAUTAUQUA AIRLINES,Wisconsin,Climb,None,FALSE,FALSE,"PILOT TOLD ATCT WHILE CLIMBING OUT. PILOT LEVELED OFF AT 10,000  AND CONDUCTED AN ENG EVALUATION. PILOT REPORTED NO PROBLEM AND CONTD TO DEST. NO BIRDS SEEN FROM TWR.",Small,No Cloud,Unknown bird - small,N,0,25,0,No
250353,Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,DA-2000,2 to 10,8,None,29/07/2007 0:00,No damage,BUSINESS,New Jersey,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 1985. 1 SAMPLE HAD BARN SWALLOW, 1 HAD TREE SWALLOW.",Small,Some Cloud,Tree swallow,Y,0,0,0,No
250355,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,17/12/2006 0:00,No damage,PINNACLE,Tennessee,Take-off run,None,FALSE,FALSE,ATIS WARNING.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
250357,Airplane,LOGAN INTL,> 1000 ft,B-777-200,1,1,None,13/06/2007 0:00,No damage,UNKNOWN,Massachusetts,Climb,None,FALSE,FALSE,"DATE NOT REPTD, ASSUME SAME AS POSTMARK.",Small,No Cloud,Unknown bird - small,Y,0,"2,500",0,No
250360,Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,CL-RJ700,1,1,None,13/06/2007 0:00,No damage,SKYWEST AIRLINES,Texas,Descent,None,FALSE,FALSE,BIRDSTRIKE WAS HEARD SOMEWHERE BETWEEN 4-6000 FT AGL. STRIKE WAS FOUND AFTER LDG.,Small,Some Cloud,Unknown bird - small,N,0,"4,000",0,No
250365,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,DC-9-50,1,1,None,3/06/2007 0:00,No damage,NORTHWEST AIRLINES,Wisconsin,Landing Roll,Rain,TRUE,FALSE,PIC EPTD NO VIZ DMG BUT THEY ARE REQUIRED TO HAVE A MECHANIC INSPECT. REMAINS FOUND ON RWY,Small,Overcast,Barn swallow,N,0,0,0,No
250367,Airplane,JACKSONVILLE INTL,< 1000 ft,A-321,1,1,None,1/08/2007 0:00,No damage,US AIRWAYS*,Florida,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,100,0,No
250369,Airplane,MINETA SAN JOSE INTL,< 1000 ft,CL-RJ100/200,2 to 10,8,None,22/09/2007 0:00,No damage,SKYWEST AIRLINES,California,Take-off run,Rain,TRUE,FALSE,,Small,Overcast,Rock pigeon,Y,0,0,0,No
250371,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-700,1,1,None,13/05/2007 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,ATIS WARNING.,Small,No Cloud,Unknown bird - small,Y,0,500,0,Yes
250372,Airplane,LIHUE ARPT,< 1000 ft,B-757-200,1,1,None,13/05/2007 0:00,No damage,UNITED AIRLINES,Hawaii,Landing Roll,None,TRUE,FALSE,BIRDSTRIKE ON LDG FLARE. REMAINS FOUND ON RWY.,Small,Some Cloud,Short-eared owl,Y,0,0,0,Yes
250374,Airplane,LOGAN INTL,< 1000 ft,B-737-300,1,1,None,2/08/2007 0:00,No damage,US AIRWAYS*,Massachusetts,Take-off run,None,TRUE,FALSE,FOUND GULL ON RWY @ 22R INTXN. I INSPCTD RWY 4 MINUTES BEFORE. THERE WAS A DEPARTURE JUST BEFORE THE BIRD WAS FOUND. ASSUME THIS PLANE HIT THE BIRD.,Medium,No Cloud,Herring gull,Y,0,0,0,Yes
250375,Airplane,LAGUARDIA NY,< 1000 ft,A-320,1,1,None,19/11/2006 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 1678. 99.8 DNA MATCH. NO DMG. RWY ISNPN. NO REMAINS FOUND.",Small,Some Cloud,Golden-crowned kinglet,N,0,500,0,No
250382,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,EMB-135,1,1,None,30/09/2007 0:00,No damage,CHAUTAUQUA AIRLINES,Kentucky,Approach,None,FALSE,FALSE,"DATA ENTRY NOTE: PHASE REPTD AS DESCENT, CHANGED TO APCH BASED ON ALT.",Small,No Cloud,Unknown bird - small,Y,0,400,0,No
250383,Airplane,SOUTH BEND REGIONAL,< 1000 ft,CL-RJ100/200,1,1,None,4/08/2007 0:00,No damage,PINNACLE,Indiana,Landing Roll,Rain,TRUE,FALSE,NO DMG,Small,Overcast,Killdeer,N,0,0,0,No
250384,Airplane,DAYTONA BEACH INTL,< 1000 ft,C-172,1,1,None,5/02/2008 0:00,No damage,BUSINESS,Florida,Approach,None,TRUE,TRUE,FAA 2324. SMITHSONIAN UNABLE TO ID BIRD. VERBAL WARNING TO APPROACHING A/C OF FLOCK OF BIRDS IN VICINITY OF 7L APPROACH.,Medium,Some Cloud,Unknown bird - medium,Y,0,75,0,No
250389,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-321,1,1,None,8/09/2007 0:00,No damage,SPIRIT AIRLINES,Florida,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,75,0,No
250393,Airplane,LAURENCE G HANSCOM,< 1000 ft,CL-RJ100/200,1,1,None,15/05/2007 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,None,TRUE,FALSE,FOUND ON N SIDE EDGELINE ABEAM TWY H.,Small,Some Cloud,Barn swallow,Y,0,0,0,No
250400,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9,1,1,None,6/09/2007 0:00,No damage,NORTHWEST AIRLINES,Missouri,Approach,None,FALSE,FALSE,CAPT WILL COMPLETE BIRD STRIKE INSPN.,Medium,No Cloud,Unknown bird - medium,Y,0,15,0,No
250402,Airplane,DENVER INTL AIRPORT,< 1000 ft,CL-RJ700,1,1,None,21/06/2007 0:00,No damage,SKYWEST AIRLINES,Colorado,Landing Roll,None,FALSE,FALSE,SML GRAY BIRD. (OTHER REPORT SAID BLACK). NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
250403,Airplane,NORFOLK INTL,< 1000 ft,B-737-300,1,1,None,19/06/2007 0:00,No damage,SOUTHWEST AIRLINES,Virginia,Take-off run,None,FALSE,FALSE,NO DMG,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
250404,Airplane,ADDISON,> 1000 ft,LEARJET-35,1,1,None,12/10/2007 0:00,Caused damage,BUSINESS,Texas,Approach,None,FALSE,FALSE,ENGINE SURGED BRIEFLY AND RETD TO NORMAL. ENG REDUCED TO IDLE THRUST AS PRECAUTION. ENG WAS DESTROYED. DAMAGED THE REVERSERS AND PRESSURIZATION SYSTEM. FEATHERS WERE COMING OUT OF THE VENTS IN THE CABIN.,Medium,No Cloud,Red-tailed hawk,N,"169,165","2,400",0,No
250405,Airplane,QUAD CITY ARPT,< 1000 ft,CITATIONJET,1,1,None,18/11/2007 0:00,Caused damage,BUSINESS,Illinois,Climb,None,FALSE,FALSE,"ENG #1 RINGLET WAS DAMAGED. COST BETWEEN $15,000-$20,000.",Small,No Cloud,Rock pigeon,Y,"19,446",400,0,No
250409,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-170,1,1,None,24/08/2007 0:00,No damage,SHUTTLE AMERICA,Illinois,Take-off run,None,FALSE,FALSE,FOUND BY OPS ON 22L @ S3,Small,Overcast,Brown-headed cowbird,N,0,0,0,No
250413,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,None,5/10/2007 0:00,No damage,COMAIR AIRLINES,Kentucky,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,300,0,No
250417,Airplane,MINETA SAN JOSE INTL,< 1000 ft,MD-90-30,1,1,None,14/12/2007 0:00,No damage,DELTA AIR LINES,California,Take-off run,None,TRUE,FALSE,"DEPARTING FLT REPTD A BIRDSTRIKE ABOUT 5000' DOWN RWY. ARPT OPS REMOVED A DEAD BIRD FROM 30R @ TWY D. ATC ADVISED PILOTS TO NOTIFY ARPT OPS IF THEY HAD ANY DMG. (BIRD REPTD AS MEADOWLARK, ASSUME WESTERN FROM LOCATION)",Small,No Cloud,Western meadowlark,Y,0,0,0,No
250418,Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,1,1,None,30/10/2007 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Take-off run,None,FALSE,FALSE,GRAY/WHITE BIRD. NO DMG. FLT CONTD W/O INCIDENT.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,Yes
250422,Airplane,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,1,None,16/09/2007 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,HIT RT SIDE OF RADOME. NO SUSPECTED DMG.,Small,Some Cloud,Unknown bird - small,N,0,"2,900",0,Yes
250424,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-500,1,1,None,7/09/2007 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,TRUE,FALSE,NO DMG. REPTD BY PILOT AND MX.,Small,Some Cloud,Barn swallow,N,0,20,0,Yes
250426,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,DC-9-30,1,1,None,6/12/2007 0:00,No damage,NORTHWEST AIRLINES,New Jersey,Landing Roll,None,TRUE,FALSE,PILOT STATES BIRD WAS STRUCK JUST BEFORE EXITING RWY. GLANCING BLOW. NO DMG. BIRD REPTD AS LRG. 2ND REPT SHOWS ALT AS 200' ON APCH.,Medium,No Cloud,Red-tailed hawk,Y,0,0,0,No
250427,Airplane,MUSKEGON COUNTY ARPT,< 1000 ft,SAAB-340,1,1,None,20/12/2007 0:00,No damage,MESABA AIRLINES,Michigan,Take-off run,None,FALSE,FALSE,STRIKE AT ROTATION. NO APPARENT ENG DMG ACCORDING TO PILOT. OTHER DMG IS UNKN.,Small,Overcast,Unknown bird - small,N,0,0,0,No
250432,Airplane,LINCOLN MUNICIPAL,< 1000 ft,C-560,1,1,None,19/07/2007 0:00,No damage,NETJETS AVIATION,Nebraska,Take-off run,None,FALSE,FALSE,NOTAM WARNING. PILOT REPTD NO DMG.,Medium,Some Cloud,Swainson's hawk,Y,0,0,0,No
250434,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-319,1,1,None,11/05/2007 0:00,No damage,US AIRWAYS*,Michigan,Take-off run,None,TRUE,FALSE,REMAINS WERE REMOVED FROM RWY NEAR TWY V. AIRLINE MX REPTD NO DMG UPON ARRIVAL IN PHL.,Small,No Cloud,Horned lark,Y,0,0,0,No
250437,Airplane,ATLANTA INTL,< 1000 ft,B-717-200,1,1,None,9/07/2007 0:00,No damage,AIRTRAN AIRWAYS,Georgia,Landing Roll,None,FALSE,FALSE,,Small,Overcast,Mourning dove,Y,0,0,0,No
250438,Airplane,DURANGO-LA PLATA CO,< 1000 ft,CL-RJ100/200,1,1,None,1/10/2007 0:00,No damage,SKYWEST AIRLINES,Colorado,Take-off run,None,FALSE,FALSE,NO DMG.,Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
250442,Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,None,27/09/2007 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Descent,None,FALSE,FALSE,NO DMG,Small,Some Cloud,Unknown bird - small,Y,0,"4,000",0,Yes
250443,Airplane,LUBBOCK INTL,> 1000 ft,B-737-300,1,1,None,27/09/2007 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,None,FALSE,FALSE,"PILOT HEARD A LOUD THUMP BLOW AND AFT OF RADOME DURING DESCENT PASSING 8,000 FT MSL. POST FLT INSPN FOUND BLOOD SMEAR JUST FWD OF POWER ACCESS DOOR ON LWR RT SIDE OF RADOME. NO DMG.",Small,No Cloud,Unknown bird - small,N,94,"4,000",0,Yes
250452,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-80,2 to 10,6,None,11/11/2007 0:00,No damage,AMERICAN AIRLINES,New Jersey,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,10,0,No
250453,Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,MD-83,2 to 10,5,None,2/11/2006 0:00,No damage,AMERICAN AIRLINES,DC,Approach,None,FALSE,FALSE,"N DMG. A/C CHECKED BY MECHANICS. (DATA ENTRY NOTE: ALT REPTD AS 1800 & 1600, PROBABLY 2 SEPARATE STRIKES.)",Medium,No Cloud,Unknown bird - medium,Y,0,"1,700",0,No
250460,Airplane,ABERDEEN REGIONAL AR,< 1000 ft,C-402,1,1,None,19/10/2007 0:00,No damage,BUSINESS,South Dakota,Approach,None,FALSE,FALSE,BLACK BIRD.,Small,Overcast,Blackbirds,N,0,600,0,No
250461,Airplane,NASHVILLE INTL,< 1000 ft,A-319,1,1,None,8/08/2007 0:00,No damage,US AIRWAYS*,Tennessee,Take-off run,None,FALSE,FALSE,ATIS WARNING. POSSIBLY A SWALLOW. AT SUNSET.  NO DEBRIS FOUND. HIT AT ROTATION.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
250464,Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,< 1000 ft,IAI GALAXY,2 to 10,7,None,6/09/2007 0:00,No damage,BUSINESS,Virginia,Landing Roll,None,FALSE,FALSE,"ATIS WARNING. (BIRDS REPTD AS DOVES, ASSUME MOURNING DOVES FROM LOCATION)",Small,No Cloud,Mourning dove,Y,0,0,0,No
